trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
s,1,6.217999935,1,0,100,11,1,99,i5_100.jpg,s,100,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
d,1,2.786999941,1,0,100,96,1,99,i45_100_R.jpg,d,100,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
s,1,3.347000122,1,0,100,22,1,99,i10_100.jpg,s,100,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
s,1,2.450999975,1,0,100,65,1,99,i30_50.jpg,s,50,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
s,1,1.912000179,1,0,100,83,1,99,i38_150.jpg,s,150,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
d,1,1.761999846,1,0,100,82,1,99,i38_100_R.jpg,d,100,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
d,1,1.921000004,1,0,100,52,1,99,i24_150_R.jpg,d,150,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
s,0,5.084000111,1,0,100,31,1,99,i14_150_R.jpg,d,150,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
d,1,4.936999798,1,0,100,55,1,99,i25_150_R.jpg,d,150,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
s,1,3.379999876,1,0,100,99,1,99,i48_100.jpg,s,100,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
d,1,3.588999987,1,0,100,69,1,99,i32_100_R.jpg,d,100,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
s,1,1.197000027,1,0,100,40,1,99,i19_0.jpg,s,0,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
s,1,7.286000013,1,0,100,86,1,99,i39_150.jpg,s,150,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
d,1,2.34100008,1,0,100,1,1,99,i1_50_R.jpg,d,50,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
d,1,2.236000061,1,0,100,37,1,99,i17_150_R.jpg,d,150,,001,2020-11-11_09h52.28.614,MentalRotationFinal,3.1.2,60
